337765555	-844078038	291.94	3	126	0.01	-0.00	-0.00	107.17	103	520	276.75	0.10	0.06	-0.13	0.98	-7.50	3.55	10.09	30174
337765555	-844078037	291.94	3	126	-0.00	0.00	-0.00	107.17	129	520	276.75	0.03	0.06	-0.13	0.98	-7.46	3.66	10.19	30274
337765556	-844078036	291.93	3	126	0.02	0.00	-0.01	107.17	108	520	276.78	0.00	0.06	-0.13	0.98	-7.53	3.54	10.08	30374
337765556	-844078036	291.93	3	126	0.00	-0.00	-0.01	107.17	100	520	276.08	-0.16	0.06	-0.13	0.98	-7.39	3.54	10.08	30474
337765557	-844078035	291.93	3	126	-0.01	0.02	-0.01	107.17	131	519	276.34	-0.26	0.06	-0.13	0.98	-7.55	3.70	10.05	30574
337765557	-844078034	291.92	3	125	-0.02	-0.00	-0.00	107.17	122	519	276.87	-0.12	0.06	-0.13	0.99	-7.46	3.46	10.07	30674
337765557	-844078034	291.92	3	125	-0.02	-0.00	-0.00	107.17	122	519	276.30	0.04	0.06	-0.13	0.98	-7.60	3.76	10.01	30775
337765558	-844078034	291.90	3	125	0.03	0.01	-0.00	107.17	111	519	276.53	-0.01	0.06	-0.13	0.98	-7.39	3.57	10.09	30875
337765558	-844078033	291.90	3	126	-0.02	-0.01	-0.01	107.17	112	518	276.48	-0.16	0.06	-0.13	0.98	-7.55	3.71	10.11	30974
337765559	-844078033	291.89	3	125	0.00	-0.01	-0.00	107.17	110	518	276.74	-0.29	0.06	-0.13	0.98	-7.45	3.57	10.13	31074
337765560	-844078032	291.88	3	125	0.00	0.02	-0.01	107.17	110	517	277.05	-0.10	0.06	-0.13	0.98	-7.57	3.65	10.06	31174
337765560	-844078032	291.88	3	125	0.00	0.02	-0.01	107.17	110	517	277.00	0.04	0.06	-0.13	0.98	-7.43	3.56	10.03	31274
337765561	-844078032	291.86	3	125	0.00	-0.00	-0.01	107.17	97	517	276.77	0.01	0.07	-0.13	0.98	-7.47	3.66	10.04	31374
337765561	-844078032	291.85	3	125	-0.02	0.01	-0.00	107.17	123	517	276.52	0.08	0.06	-0.13	0.98	-7.47	3.59	10.13	31474
337765562	-844078031	291.85	3	125	0.02	-0.00	-0.01	107.17	109	517	276.33	-0.06	0.07	-0.13	0.98	-7.51	3.62	10.07	31574
337765562	-844078031	291.85	3	125	0.02	-0.00	-0.01	107.17	109	517	276.83	0.06	0.06	-0.13	0.98	-7.45	3.55	10.08	31674
337765562	-844078031	291.82	3	125	-0.00	-0.00	-0.00	107.17	113	516	276.51	0.08	0.06	-0.13	0.98	-7.46	3.71	10.06	31774
337765563	-844078030	291.81	3	125	0.00	0.01	-0.00	107.17	106	516	276.34	-0.11	0.06	-0.13	0.99	-7.66	3.61	10.03	31874
337765564	-844078030	291.79	3	125	-0.00	-0.00	-0.00	107.17	109	516	276.67	-0.01	0.06	-0.13	0.98	-7.35	3.42	10.14	31974
337765564	-844078030	291.77	3	125	-0.01	-0.00	0.00	107.17	104	515	276.80	-0.07	0.06	-0.13	0.98	-7.61	3.84	10.02	32074
337765565	-844078030	291.76	3	125	0.01	0.00	0.00	107.17	113	515	276.62	0.04	0.06	-0.13	0.98	-7.35	3.47	10.13	32174
337765565	-844078030	291.76	3	125	0.01	0.00	0.00	107.17	113	515	276.70	0.00	0.06	-0.13	0.97	-7.65	3.70	10.03	32274
337765566	-844078030	291.73	3	125	0.03	-0.01	-0.00	107.17	116	515	276.38	0.03	0.06	-0.13	0.98	-7.40	3.57	10.10	32374
337765566	-844078029	291.72	3	125	0.00	0.03	-0.01	107.17	111	515	277.09	0.08	0.07	-0.13	0.97	-7.63	3.71	10.01	32474
337765568	-844078030	291.69	3	125	0.02	-0.00	-0.01	107.17	107	515	276.46	0.00	0.06	-0.13	0.98	-7.43	3.56	10.11	32574
337765568	-844078029	291.67	3	125	-0.00	0.00	-0.00	107.17	137	515	276.81	-0.08	0.04	-0.14	0.99	-7.41	3.49	10.14	32674
337765568	-844078029	291.67	3	125	-0.00	0.00	-0.00	107.17	137	515	276.50	-0.13	0.08	-0.13	0.97	-7.42	4.09	10.21	32774
337765569	-844078029	291.64	3	125	-0.00	0.00	-0.00	107.17	130	515	276.67	-0.07	0.05	-0.12	0.98	-7.18	3.50	10.22	32874
337765570	-844078029	291.62	3	125	0.00	-0.00	-0.00	107.17	111	515	276.90	0.02	0.08	-0.14	0.98	-7.45	3.94	10.22	32974
337765570	-844078029	291.60	3	125	-0.02	-0.01	0.00	107.17	108	514	276.77	0.10	0.04	-0.11	1.00	-7.19	3.57	10.23	33074
337765571	-844078029	291.58	3	125	-0.00	-0.00	0.00	107.17	108	514	276.58	-0.01	0.05	-0.12	0.99	-7.32	3.90	10.26	33175
337765571	-844078029	291.58	3	125	-0.00	-0.00	0.00	107.17	108	514	277.02	0.11	0.05	-0.09	1.01	-7.35	3.93	10.26	33275
337765572	-844078029	291.57	3	125	0.00	0.01	0.00	107.17	97	514	276.86	0.13	0.10	-0.19	1.03	-8.35	4.97	10.22	33375
337765572	-844078028	291.56	3	125	-0.00	-0.00	0.00	107.17	108	514	276.67	0.22	0.24	-0.20	1.02	-8.83	7.55	9.93	33475
337765573	-844078028	291.55	3	125	0.07	0.04	-0.00	107.17	106	514	276.29	0.11	0.18	-0.21	1.11	-9.80	10.34	9.21	33575
337765573	-844078027	291.54	3	125	0.02	-0.00	-0.04	107.17	102	514	276.17	-0.03	0.15	-0.19	1.07	-10.61	8.54	9.19	33675
337765573	-844078027	291.54	3	125	0.02	-0.00	-0.04	107.17	102	514	276.93	0.03	0.10	-0.18	1.01	-9.82	7.04	9.18	33775
337765573	-844078026	291.57	3	125	0.06	-0.02	-0.11	107.17	104	514	276.77	0.07	0.05	-0.16	1.01	-8.47	5.27	9.67	33875
337765574	-844078026	291.54	3	125	0.04	-0.02	-0.11	107.17	107	514	276.66	0.13	0.06	-0.11	0.98	-6.08	3.71	10.35	33975
337765576	-844078027	291.62	3	125	0.13	-0.18	-0.23	23.65	107	514	276.65	0.18	0.04	-0.04	0.94	-4.15	1.87	11.46	34075
337765575	-844078028	291.59	3	125	-0.10	-0.06	-0.23	23.65	121	514	276.82	0.20	0.00	-0.03	0.90	-2.69	0.04	12.73	34175
337765575	-844078028	291.59	3	125	-0.10	-0.06	-0.23	23.65	121	514	276.75	0.32	0.00	-0.00	0.89	-1.65	-0.73	14.70	34275
337765575	-844078030	291.63	3	125	-0.06	-0.17	-0.26	23.65	110	515	276.91	0.54	-0.02	-0.01	0.87	-1.11	-1.31	16.34	34375
337765575	-844078033	291.66	3	125	-0.08	-0.24	-0.26	338.24	124	516	277.20	0.50	-0.05	-0.04	0.90	-1.94	-2.56	17.41	34475
337765575	-844078033	291.66	3	125	-0.09	-0.04	-0.23	338.24	132	517	277.12	0.46	-0.07	-0.06	0.92	-2.20	-3.27	18.26	34575
337765574	-844078034	291.68	3	125	-0.09	-0.07	-0.24	338.24	133	518	277.20	0.41	-0.10	-0.07	0.93	-1.79	-4.21	18.60	34675
337765574	-844078034	291.68	3	125	-0.09	-0.07	-0.24	338.24	133	518	277.05	0.62	-0.12	-0.07	0.95	-2.11	-5.25	18.31	34775
337765575	-844078035	291.66	3	125	-0.04	-0.00	-0.20	338.24	133	520	277.33	0.61	-0.13	-0.08	0.95	-2.08	-5.63	18.07	34875
337765576	-844078035	291.65	3	125	-0.05	0.05	-0.18	338.24	143	521	276.51	0.45	-0.10	-0.03	0.93	-1.36	-5.21	17.40	34975
337765576	-844078036	291.61	3	125	-0.08	0.05	-0.15	338.24	154	522	277.07	0.29	-0.12	0.02	0.73	-0.66	-5.58	16.12	35075
337765578	-844078037	291.57	3	125	-0.00	0.04	-0.12	338.24	141	523	277.25	0.09	-0.11	0.04	0.69	-0.43	-6.20	15.10	35175
337765578	-844078037	291.57	3	125	-0.00	0.04	-0.12	338.24	141	523	276.89	-0.07	-0.02	-0.00	0.83	-0.24	-3.93	13.60	35275
337765578	-844078037	291.50	3	125	-0.11	0.11	-0.05	338.24	156	523	277.02	-0.25	0.03	-0.06	1.08	-0.37	-1.24	13.16	35375
